,Material,Colour,Weight,Volume,Length,Width,Height,Functionality,Button,Lip,Fillability,Movability,Washability,Dismountability,Shape,Handle,name
1598,metal,silver,720g,other,21.6,20.4,9,tableware,0,0,1,1,1,0,circular,0,plate
1599,metal,other,348.75,330ml,5.06,3.1,11.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1600,metal,other,150,150,8.06,10.8,8.9,container,0,1,1,1,1,1,cylindrical,0,sodacan
1601,metal,other,330,330,5,8.67,10,container,0,1,1,1,1,1,cylindrical,0,sodacan
1602,metal,other,353.8g,330,39.75,12.32,13.34,container,0,1,1,1,1,1,cylindrical,0,sodacan
1603,metal,other,348.3,330,7,6.9,12.6,container,0,1,1,1,1,1,cylindrical,0,sodacan
1604,metal,other,350,330ml,6.65,6,11.7,container,0,1,1,1,1,1,cylindrical,0,sodacan
1605,metal,other,8g,330,5,9,12,container,0,1,1,1,1,1,cylindrical,0,sodacan
1606,metal,other,354.6,330,5.1,7.1,11.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1607,metal,other,150,150,5.47,5.43,9.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1608,metal,other,330g,330,40,27,12,container,0,1,1,1,1,1,cylindrical,0,sodacan
1609,metal,other,5kg,200,4.1,7.3,11.3,container,0,1,1,1,1,1,cylindrical,0,sodacan
1610,metal,other,360,330ml,7.5,4.1,8.4,container,0,1,1,1,1,1,cylindrical,0,sodacan
1611,metal,other,370,330ml,7,7.75,12.6,container,0,1,1,1,1,1,cylindrical,0,sodacan
1612,metal,other,347.5,330,5.06,7.1,11.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1613,metal,other,200g,200,4,5,10,container,0,1,1,1,1,1,cylindrical,0,sodacan
1614,metal,other,330,330,5,4.3,12.2,container,0,1,1,1,1,1,cylindrical,0,sodacan
1615,metal,other,146g,,4,5,10,container,0,1,1,1,1,1,cylindrical,0,sodacan
1616,metal,other,150,150,5.5,3,16.1,container,0,1,1,1,1,1,cylindrical,0,sodacan
1617,metal,other,24g,330,5.1,9.1,11.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1618,metal,other,330,330ml,4.2,7.2,11.9,container,0,1,1,1,1,1,cylindrical,0,sodacan
1619,metal,other,346.67,330,6.6,6.6,11.5,container,0,1,1,1,1,1,cylindrical,0,sodacan
1620,metal,other,345.41,330,5.33,8.9,12.3,container,0,1,1,1,1,1,cylindrical,0,sodacan
1621,metal,other,150g,,4,5,10,container,0,1,1,1,1,1,cylindrical,0,sodacan
1622,metal,other,346.25,330,6.6,6.6,11.5,container,0,1,1,1,1,1,cylindrical,0,sodacan
1623,metal,other,337,330ml,5,6.8,11.5,container,0,1,1,1,1,1,cylindrical,0,sodacan
1624,metal,other,350,330,6.67,6.5,11.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1625,metal,other,45,330,5.1,8.9,11.7,container,0,1,1,1,1,1,cylindrical,0,sodacan
1626,metal,other,,330ml,other,other,other,container,0,1,1,1,1,1,cylindrical,0,sodacan
1627,metal,other,100g,200,4,5,10,container,0,1,1,1,1,1,cylindrical,0,sodacan
1628,metal,white,333.3,330,3,5,15,container,0,1,1,1,1,1,cylindrical,0,sodacan
1629,metal,other,160,150,4,7.1,8.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1630,metal,other,333,330,6.67,7,11.7,container,0,1,1,1,1,1,cylindrical,0,sodacan
1631,metal,other,330,330,3.33,6.6,11.6,container,0,1,1,1,1,1,cylindrical,0,sodacan
1632,metal,other,348,330,6.6,6.6,11.5,container,0,1,1,1,1,1,cylindrical,0,sodacan
1633,metal,other,100g,330,6.8,6.7,10.99,container,0,1,1,1,1,1,cylindrical,0,sodacan
1634,metal,other,345,330,5.1,9,11.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1635,metal,other,330,330,3.35,7,11.2,container,0,1,1,1,1,1,cylindrical,0,sodacan
1636,metal,other,330,330,8.6,6.35,11.4,container,0,1,1,1,1,1,cylindrical,0,sodacan
1637,metal,other,340.19g,330,10.05,4.3,12.6,container,0,1,1,1,1,1,cylindrical,0,sodacan
1638,metal,other,347,330,3.3,4,12.5,container,0,1,1,1,1,1,cylindrical,0,sodacan
1639,metal,other,333,330,5.1,9,11.4,container,0,1,1,1,1,1,cylindrical,0,sodacan
1640,metal,other,,7920ml,other,other,other,container,0,1,1,1,1,1,cylindrical,0,sodacan
1641,metal,other,150g,200,4,5,10,container,0,1,1,1,1,1,cylindrical,0,sodacan
1642,metal,other,4.4kg,330ml,26,20,12,container,0,1,1,1,1,1,cylindrical,0,sodacan
1643,metal,other,340.19g,355ml,19.81,33.02,12.4,container,0,1,1,1,1,1,cylindrical,0,sodacan
1644,metal,other,,330ml,30,22.5,12.5,container,0,1,1,1,1,1,cylindrical,0,sodacan
1645,metal,other,12,0.42oz,2.5,4.3,6.35,container,0,1,1,1,1,1,cylindrical,0,sodacan
1646,metal,other,250,250,5,5.6,10.7,container,0,1,1,1,1,1,cylindrical,0,sodacan
1647,metal,other,347.5,330,6.625,6.65,11.6,container,0,1,1,1,1,1,cylindrical,0,sodacan
1648,metal,other,347.5,330,6.15,5.9,11.7,container,0,1,1,1,1,1,cylindrical,0,sodacan
1649,metal,other,165,150,other,other,other,container,0,1,1,1,1,1,cylindrical,0,sodacan
1650,metal,other,,3600.0ml,other,other,other,container,0,1,1,1,1,1,cylindrical,0,sodacan
1651,metal,other,35.2,330,6.55,6.55,11.55,container,0,1,1,1,1,1,cylindrical,0,sodacan
1652,metal,other,,345.0ml,other,other,other,container,0,1,1,1,1,1,cylindrical,0,sodacan
1653,metal,other,350,330,6.5,6.5,11.6,container,0,1,1,1,1,1,cylindrical,0,sodacan
1654,metal,other,330,330,10,9,11.55,container,0,1,1,1,1,1,cylindrical,0,sodacan
1655,metal,other,375,330,6.75,6.33,11.5,container,0,1,1,1,1,1,cylindrical,0,sodacan
1656,metal,other,388.33,355,10.05,4,9,container,0,1,1,1,1,1,cylindrical,0,sodacan
1657,metal,other,346.7,330,5.1,9,11.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1658,metal,other,10g,330,4,5.99,13,container,0,1,1,1,1,1,cylindrical,0,sodacan
1659,metal,other,350,330,5.1,9,11.7,container,0,1,1,1,1,1,cylindrical,0,sodacan
1660,metal,other,360,330,5.1,9,11.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1661,metal,other,340,330,5.1,9,11.9,container,0,1,1,1,1,1,cylindrical,0,sodacan
1662,metal,other,400,355ml,5,9,12.5,container,0,1,1,1,1,1,cylindrical,0,sodacan
1663,metal,other,330,330,5.1,9.2,12.7,container,0,1,1,1,1,1,cylindrical,0,sodacan
1664,metal,other,270,250.0ml,4.7,7.1,11.8,container,0,1,1,1,1,1,cylindrical,0,sodacan
1665,metal,silver,340g,,23.1,6.9,2.9,tableware,0,0,0,1,1,0,other,1,spoon
1666,metal,silver,193g,other,21.84,14.22,1.52,tableware,0,0,0,1,1,0,other,1,spoon
1667,metal,silver,650g,other,21.5,6.5,5.5,tableware,0,0,0,1,1,0,other,1,spoon
1668,metal,silver,,other,other,other,other,tableware,0,0,0,1,1,0,other,1,spoon
1669,metal,silver,505g,other,19.7,4.8,3.6,tableware,0,0,0,1,1,0,other,1,spoon
1670,metal,silver,159g,other,8.5,29.9,2.6,tableware,0,0,0,1,1,0,other,1,spoon
1671,plastic,black,150g,other,34,7,5,tableware,0,0,0,1,1,0,other,1,spoon
1672,metal,silver,20g,other,19,1,1,tableware,0,0,0,1,1,0,other,1,spoon
1673,metal,silver,150g,other,other,other,other,tableware,0,0,0,1,1,0,other,1,spoon
1674,metal,silver,100g,other,2,3,14.5,tableware,0,0,0,1,1,0,other,1,spoon
1675,wood,wood,230g,other,30.5,21.5,3.4,tableware,0,0,0,1,1,0,other,1,spoon
1676,metal,silver,,other,other,other,other,tableware,0,0,0,1,1,0,other,1,spoon
1677,plastic,transparent,200g,other,17,16.8,3.5,tableware,0,0,0,1,1,0,other,1,spoon
1678,wood,wood,200g,other,17.02,12.19,4.06,tableware,0,0,0,1,1,0,other,1,spoon
1679,metal,silver,20g,other,17,5.2,0.6,tableware,0,0,0,1,1,0,other,1,spoon
1680,metal,silver,320g,other,20.8,3.8,2.6,tableware,0,0,0,1,1,0,other,1,spoon
1681,metal,silver,530g,other,26.3,7.6,5.5,tableware,0,0,0,1,1,0,other,1,spoon
1682,metal,silver,286g,other,21.84,14.22,1.52,tableware,0,0,0,1,1,0,other,1,spoon
1683,metal,silver,690g,other,21.4,5.3,5,tableware,0,0,0,1,1,0,other,1,spoon
1684,metal,silver,140g,other,13.1,7.6,1.6,tableware,0,0,0,1,1,0,other,1,spoon
1685,wood,wood,0.57pounds,other,30.7,14.3,4.1,tableware,0,0,0,1,1,0,other,1,spoon
1686,metal,silver,200g,other,14.4,8.4,1.6,tableware,0,0,0,1,1,0,other,1,spoon
1687,metal,gold,120g,other,17.6,10.2,1.2,tableware,0,0,0,1,1,0,other,1,spoon
1688,metal,silver,240g,other,15,4,2.6,tableware,0,0,0,1,1,0,other,1,spoon
1689,plastic,black,180g,other,30,10,2,tableware,0,0,0,1,1,0,other,1,spoon
1690,wood,wood,90g,other,24,5.8,4.7,tableware,0,0,0,1,1,0,other,1,spoon
1691,metal,silver,30g,other,18,5,2,tableware,0,0,0,1,1,0,other,1,spoon
1692,metal,silver,200g,other,11,1,0.1,tableware,0,0,0,1,1,0,other,1,spoon
1693,plastic,transparent,,other,other,other,other,tableware,0,0,0,1,1,0,other,1,spoon
1694,wood,wood,360g,other,26.2,13.4,8.7,tableware,0,0,0,1,1,0,other,1,spoon
1695,wood,wood,612g,other,17.81,10.79,5.59,tableware,0,0,0,1,1,0,other,1,spoon
1696,metal,silver,244g,other,17.4,8.4,2.1,tableware,0,0,0,1,1,0,other,1,spoon
1697,metal,silver,143g,other,14.6,12.1,1.7,tableware,0,0,0,1,1,0,other,1,spoon
1698,metal,silver,384g,other,24.1,6.8,3.7,tableware,0,0,0,1,1,0,other,1,spoon
1699,wood,wood,60g,other,17,12,1.8,tableware,0,0,0,1,1,0,other,1,spoon
1700,metal,silver,99.8g,other,17.5,20,20,tableware,0,0,0,1,1,0,other,1,spoon
1701,metal,silver,30g,other,34,3,0.7,tableware,0,0,0,1,1,0,other,1,spoon
1702,metal,silver,,other,other,other,other,tableware,0,0,0,1,1,0,other,1,spoon
1703,stone,other,670g,other,28.5,15.5,4.6,tableware,0,0,0,1,1,0,other,1,spoon
1704,metal,silver,,other,other,other,other,tableware,0,0,0,1,1,0,other,1,spoon
1705,metal,silver,,other,other,other,other,tableware,0,0,0,1,1,0,other,1,spoon
1706,metal,silver,193g,other,21.84,14.22,1.52,tableware,0,0,0,1,1,0,other,1,spoon
1707,metal,silver,300g,other,28,20,2.6,tableware,0,0,0,1,1,0,other,1,spoon
1708,plastic,black,100g,other,25,6.4,4.4,tableware,0,0,0,1,1,0,other,1,spoon
1709,plastic,black,10g,other,25.2,8.4,2.8,tableware,0,0,0,1,1,0,other,1,spoon
1710,metal,silver,580g,other,27.6,6.8,4.6,tableware,0,0,0,1,1,0,other,1,spoon
1711,plastic,transparent,360g,other,19.2,17.4,5.6,tableware,0,0,0,1,1,0,other,1,spoon
1712,metal,silver,320g,other,13.8,5,3,tableware,0,0,0,1,1,0,other,1,spoon
1713,wood,wood,30g,other,21.2,4.5,3.2,tableware,0,0,0,1,1,0,other,1,spoon
1714,metal,silver,720g,other,25.65,6.6,5.08,tableware,0,0,0,1,1,0,other,1,spoon
1715,metal,silver,540g,other,26.42,7.62,5.33,tableware,0,0,0,1,1,0,other,1,spoon
1716,other,black,128g,other,28.8,5.6,1.5,tableware,0,0,0,1,1,0,other,1,spoon
1717,metal,gold,100g,other,13.3,7.6,1.6,tableware,0,0,0,1,1,0,other,1,spoon
1718,wood,wood,240g,other,10,2.5,16,tableware,0,0,0,1,1,0,other,1,spoon
1719,wood,wood,50g,other,15.2,7.5,3.3,tableware,0,0,0,1,1,0,other,1,spoon
1720,wood,wood,23g,other,23.6,6.3,1.8,tableware,0,0,0,1,1,0,other,1,spoon
1721,metal,silver,40g,other,18.4,7.2,3.2,tableware,0,0,0,1,1,0,other,1,spoon
1722,metal,silver,190g,other,24.38,4.06,3.05,tableware,0,0,0,1,1,0,other,1,spoon
1723,metal,black,430g,other,26.8,18.7,3.8,tableware,0,0,0,1,1,0,other,1,spoon
1724,plastic,black,212g,other,19.4,18.3,3.7,tableware,0,0,0,1,1,0,other,1,spoon
1725,metal,silver,740g,other,25.7,6.1,5.3,tableware,0,0,0,1,1,0,other,1,spoon
1726,metal,silver,,other,other,other,other,tableware,0,0,0,1,1,0,other,1,spoon
1727,metal,silver,50g,other,5,3.6,2.5,tableware,0,0,0,1,1,0,other,1,spoon
1728,metal,silver,90g,other,16.3,11,2,tableware,0,0,0,1,1,0,other,1,spoon
1729,metal,silver,40g,other,1,2,9.5,tableware,0,0,0,1,1,0,other,1,spoon
1730,plastic,other,100g,other,23,9.3,2.7,tableware,0,0,0,1,1,0,other,1,spoon
1731,metal,silver,140g,other,22.4,6.2,0.61,tableware,0,0,0,1,1,0,other,1,spoon
1732,metal,silver,200g,other,27,4.2,2.2,tableware,0,0,0,1,1,0,other,1,spoon
1733,metal,silver,1kg,other,20.1,8.2,4.7,tableware,0,0,0,1,1,0,other,1,spoon
1734,metal,silver,33g,other,15.2,2.9,1.5,tableware,0,0,0,1,1,0,other,1,spoon
1735,metal,silver,720g,other,25.5,5.7,5,tableware,0,0,0,1,1,0,other,1,spoon
1736,metal,silver,70g,other,1,2,10.5,tableware,0,0,0,1,1,0,other,1,spoon
1737,other,black,102g,other,1.5,5.8,30.8,tableware,0,0,0,1,1,0,other,1,spoon
1738,metal,silver,900g,other,24.4,6.8,5.9,tableware,0,0,0,1,1,0,other,1,spoon
1739,metal,silver,20g,other,18,2.6,0.2,tableware,0,0,0,1,1,0,other,1,spoon
1740,wood,wood,126g,other,27.9,7.1,4.6,tableware,0,0,0,1,1,0,other,1,spoon
1741,wood,wood,190g,other,34,14,3,tableware,0,0,0,1,1,0,other,1,spoon
1742,plastic,transparent,363g,other,13.5,4,0.3,tableware,0,0,0,1,1,0,other,1,spoon
1743,metal,silver,38g,other,18,4,1,tableware,0,0,0,1,1,0,other,1,spoon
1744,metal,other,60g,other,24,5.8,1.6,tableware,0,0,0,1,1,0,other,1,spoon
1745,glass,transparent,259g,330ml,9,9,24,container,0,0,1,1,1,0,other,0,wineglass
1746,glass,transparent,980g,30cl,24.5,23.3,18.1,container,0,0,1,1,1,0,other,0,wineglass
1747,glass,transparent,,340ml,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1748,glass,transparent,259g,350ml,21.5,7,7,container,0,0,1,1,1,0,other,0,wineglass
1749,glass,transparent,253,520ml,7.6,9,15,container,0,0,1,1,1,0,other,0,wineglass
1750,glass,transparent,685g,0.38L,8.13,8.13,15.24,container,0,0,1,1,1,0,other,0,wineglass
1751,glass,transparent,200g,12.25oz,21.5,7,7,container,0,0,1,1,1,0,other,0,wineglass
1752,glass,transparent,812g,380ml,33.78,30.71,12.9,container,0,0,1,1,1,0,other,0,wineglass
1753,glass,transparent,,470ml,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1754,glass,transparent,285,390ml,8.9,8.9,23,container,0,0,1,1,1,0,other,0,wineglass
1755,glass,transparent,310,0.45L,5.5,4.5,14.5,container,0,0,1,1,1,0,other,0,wineglass
1756,glass,transparent,,540ml,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1757,glass,transparent,300,630ml,9,8,14.9,container,0,0,1,1,1,0,other,0,wineglass
1758,glass,transparent,930g,650ml,40,30.6,14.2,container,0,0,1,1,1,0,other,0,wineglass
1759,glass,transparent,1.75kg,490ml,33.79,28.4,24,container,0,0,1,1,1,0,other,0,wineglass
1760,glass,transparent,310g,,26.3,13,12,container,0,0,1,1,1,0,other,0,wineglass
1761,glass,transparent,250,340,4.5,3.3,18.8,container,0,0,1,1,1,0,other,0,wineglass
1762,plastic,transparent,180g,,23.6,17.5,8.8,container,0,0,1,1,1,0,other,0,wineglass
1763,glass,transparent,266,230ml,5,5,10,container,0,0,1,1,1,0,other,0,wineglass
1764,plastic,transparent,117g,200ml,6.8,6.8,17,container,0,0,1,1,1,0,other,0,wineglass
1765,glass,transparent,260,580ml,9,6.5,23.2,container,0,0,1,1,1,0,other,0,wineglass
1766,glass,transparent,717g,430ml,32.9,27.1,18.8,container,0,0,1,1,1,0,other,0,wineglass
1767,glass,transparent,145g,,28.2,22.9,18.9,container,0,0,1,1,1,0,other,0,wineglass
1768,glass,transparent,750g,26cl,26.6,18.6,18.6,container,0,0,1,1,1,0,other,0,wineglass
1769,glass,other,210g,15oz,8.8,3.3,3.3,container,0,0,1,1,1,0,other,0,wineglass
1770,glass,transparent,1.18kg,295ml,7.2,7.2,19,container,0,0,1,1,1,0,other,0,wineglass
1771,glass,transparent,216.6,500ml,5.3,5,29,container,0,0,1,1,1,0,other,0,wineglass
1772,glass,transparent,340,650ml,10.8,11,43,container,0,0,1,1,1,0,other,0,wineglass
1773,glass,transparent,190,530ml,6,4.3,19.7,container,0,0,1,1,1,0,other,0,wineglass
1774,glass,transparent,590g,400ml,28.19,19.81,11.68,container,0,0,1,1,1,0,other,0,wineglass
1775,glass,transparent,200g,490ml,9,9,22.5,container,0,0,1,1,1,0,other,0,wineglass
1776,glass,transparent,360g,500ml,9,9,22,container,0,0,1,1,1,0,other,0,wineglass
1777,plastic,white,500g,250ml,1,1,1,container,0,0,1,1,1,0,other,0,wineglass
1778,glass,transparent,300,230ml,7.6,7.6,19,container,0,0,1,1,1,0,other,0,wineglass
1779,plastic,transparent,190g,,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1780,glass,transparent,396g,300ml,33.2,21.9,9.6,container,0,0,1,1,1,0,other,0,wineglass
1781,plastic,transparent,620g,312ml,8.1,8.1,18.8,container,0,0,1,1,1,0,other,0,wineglass
1782,glass,transparent,0.47kg,350ml,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1783,glass,transparent,0.2kg,,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1784,glass,transparent,254g,500ml,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1785,glass,transparent,253,200ml,4.8,4.6,19.6,container,0,0,1,1,1,0,other,0,wineglass
1786,glass,transparent,236.7,,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1787,glass,transparent,454g,450ml,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1788,glass,transparent,370g,,24.6,20.4,11.2,container,0,0,1,1,1,0,other,0,wineglass
1789,glass,other,240g,15oz,8.8,3.3,3.3,container,0,0,1,1,1,0,other,0,wineglass
1790,glass,transparent,,570ml,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1791,metal,gold,460g,600ml,44.6,9.8,9.6,container,0,0,1,1,1,0,other,0,wineglass
1792,glass,transparent,280,480ml,13,6.7,12.1,container,0,0,1,1,1,0,other,0,wineglass
1793,glass,transparent,231.6,350ml,7.3,12,17,container,0,0,1,1,1,0,other,0,wineglass
1794,glass,transparent,400g,407ml,35.29,28.6,11.4,container,0,0,1,1,1,0,other,0,wineglass
1795,glass,transparent,370g,220ml,35.3,9.2,8.8,container,0,0,1,1,1,0,other,0,wineglass
1796,glass,transparent,,46cl,7,7,21,container,0,0,1,1,1,0,other,0,wineglass
1797,glass,transparent,581g,480ml,29.59,20.19,13.41,container,0,0,1,1,1,0,other,0,wineglass
1798,glass,transparent,799g,450ml,9,9,19.5,container,0,0,1,1,1,0,other,0,wineglass
1799,plastic,transparent,458g,312ml,22.81,21.21,9.4,container,0,0,1,1,1,0,other,0,wineglass
1800,glass,transparent,889g,670ml,36.4,29.9,14.1,container,0,0,1,1,1,0,other,0,wineglass
1801,glass,transparent,780g,180ml,28.7,24.89,12.19,container,0,0,1,1,1,0,other,0,wineglass
1802,glass,transparent,590g,400ml,28.19,19.81,11.68,container,0,0,1,1,1,0,other,0,wineglass
1803,glass,transparent,700g,500ml,33.5,28.2,13.2,container,0,0,1,1,1,0,other,0,wineglass
1804,metal,gold,500g,500ml,22,19.8,9.8,container,0,0,1,1,1,0,other,0,wineglass
1805,glass,transparent,948g,240ml,7,7,18.5,container,0,0,1,1,1,0,other,0,wineglass
1806,metal,silver,1kg,540ml,23,20.5,20.5,container,0,0,1,1,1,0,other,0,wineglass
1807,glass,transparent,730g,300ml,30.3,27.9,12.5,container,0,0,1,1,1,0,other,0,wineglass
1808,glass,transparent,940g,600ml,38.4,30.5,14.4,container,0,0,1,1,1,0,other,0,wineglass
1809,glass,other,230g,15oz,8.8,3.3,3.3,container,0,0,1,1,1,0,other,0,wineglass
1810,glass,other,274g,,6,22,7.5,container,0,0,1,1,1,0,other,0,wineglass
1811,plastic,transparent,568g,200ml,23.9,17.4,15.7,container,0,0,1,1,1,0,other,0,wineglass
1812,glass,transparent,300,720ml,12,7.5,14.91,container,0,0,1,1,1,0,other,0,wineglass
1813,plastic,transparent,640g,355ml,23,22,15,container,0,0,1,1,1,0,other,0,wineglass
1814,glass,transparent,590g,675ml,8.38,8.38,24.38,container,0,0,1,1,1,0,other,0,wineglass
1815,glass,transparent,300,300ml,5.6,5.2,24.4,container,0,0,1,1,1,0,other,0,wineglass
1816,glass,other,227g,,8.5,8.5,22.5,container,0,0,1,1,1,0,other,0,wineglass
1817,glass,transparent,270,350ml,4.6,3,19,container,0,0,1,1,1,0,other,0,wineglass
1818,glass,transparent,920g,670ml,36.5,29.7,14.2,container,0,0,1,1,1,0,other,0,wineglass
1819,glass,transparent,,210ml,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1820,glass,transparent,250,320ml,8.3,8.3,15.1,container,0,0,1,1,1,0,other,0,wineglass
1821,glass,transparent,760g,360ml,28.4,24.2,10.6,container,0,0,1,1,1,0,other,0,wineglass
1822,glass,transparent,250,650ml,7.5,7.25,27.94,container,0,0,1,1,1,0,other,0,wineglass
1823,glass,transparent,,540ml,other,other,other,container,0,0,1,1,1,0,other,0,wineglass
1824,glass,transparent,287.5,490ml,4.75,3.125,19.1,container,0,0,1,1,1,0,other,0,wineglass
