,index,Unnamed: 0,Material,Colour,Weight,Volume,Length,Width,Height,Functionality,Button,Lip,Fillability,Washability,Dismountability,Shape,Handle,name
254,260,260,plastic,grey,259,1000.0,7.4,7.4,28.5,container,0,1,1,1,1,cylindrical,0,bottle
255,261,261,metal,other,300,500,6.35,6.35,25.4,container,0,1,1,1,1,cylindrical,0,bottle
256,262,262,glass,other,385,550,25.8,8.4,8.2,container,0,1,1,1,1,cylindrical,0,bottle
257,263,263,metal,green,210,750.0,27.1,7.5,7.4,container,0,1,1,1,1,cylindrical,0,bottle
258,265,265,metal,pink,140,964,26.1,7.9,7.7,container,0,1,1,1,1,cylindrical,0,bottle
259,266,266,plastic,blue,1050.0,2000.0,28.6,7.62,7.62,container,0,1,1,1,1,cylindrical,1,bottle
260,267,267,plastic,other,140,500,7,7,11,container,0,1,1,1,1,cylindrical,0,bottle
261,268,268,plastic,grey,260,1000,28.7,7.7,7.7,container,0,1,1,1,1,cylindrical,0,bottle
262,269,269,plastic,black,254.01,2500.0,15.24,15.24,25.4,container,0,1,1,1,1,cylindrical,1,bottle
263,270,270,plastic,red,150,1000,7.8,7.8,28.6,container,0,1,1,1,1,cylindrical,1,bottle
264,271,271,metal,green,470,1000,33.4,9.9,9.7,container,0,1,1,1,1,cylindrical,0,bottle
265,272,272,plastic,grey,180,900,29.1,8.9,8.2,container,0,1,1,1,1,cylindrical,0,bottle
266,273,273,plastic,black,280,2000,38.4,16,13.1,container,0,1,1,1,1,cylindrical,0,bottle
267,274,274,metal,other,110,400,6.5,6.5,17.5,container,0,1,1,1,1,cylindrical,0,bottle
268,276,276,plastic,grey,130,525.0,25,7,3,container,0,1,1,1,1,cylindrical,0,bottle
269,277,277,plastic,blue,260,850,7.49,7.49,25.98,container,0,1,1,1,1,cylindrical,0,bottle
270,278,278,plastic,blue,380,2000.0,10,10,32,container,0,1,1,1,1,cylindrical,0,bottle
271,279,279,plastic,blue,331,1000,29.11,8.89,8.79,container,0,1,1,1,1,cylindrical,0,bottle
272,280,280,plastic,black,538,2200.0,27,14,14,container,0,1,1,1,1,cylindrical,0,bottle
273,281,281,plastic,black,160,500.0,22.3,7.3,7.3,container,0,1,1,1,1,cylindrical,0,bottle
274,282,282,plastic,other,150,720,25,7.6,7.6,container,0,1,1,1,1,cylindrical,0,bottle
275,283,283,plastic,other,160,2200.0,12.5,12.5,12.5,container,0,1,1,1,1,cylindrical,1,bottle
276,284,284,plastic,black,99,621.0435,7.3,7.3,23.8,container,0,1,1,1,1,cylindrical,1,bottle
277,285,285,plastic,black,300,2000.0,32.79,17.2,13,container,0,1,1,1,1,cylindrical,0,bottle
278,286,286,glass,other,408,550,25.1,7.8,7.8,container,1,1,1,1,1,cylindrical,0,bottle
279,287,287,plastic,blue,150,700,25.5,7.4,7.3,container,0,1,1,1,1,cylindrical,0,bottle
280,288,288,plastic,other,210,900,26.8,8.4,8.4,container,1,1,1,1,1,cylindrical,0,bottle
281,289,289,metal,other,500,946.352,26.4,9.9,9.7,container,1,1,1,1,1,cylindrical,0,bottle
282,290,290,plastic,black,90,500,8.5,6.8,20,container,0,1,1,1,1,cylindrical,0,bottle
283,291,291,metal,blue,370,500,27.5,8,8,container,0,1,1,1,1,cylindrical,0,bottle
284,292,292,plastic,other,210,650,6,6,26.5,container,0,1,1,1,1,cylindrical,0,bottle
285,293,293,metal,other,520,640,7.3,7.3,25.7,container,0,1,1,1,1,cylindrical,0,bottle
286,294,294,plastic,black,220,1000,26.6,9,8.2,container,0,1,1,1,1,cylindrical,0,bottle
287,295,295,plastic,purple,510,900,6,7.5,27,container,0,1,1,1,1,cylindrical,0,bottle
288,296,296,plastic,beige,240,2000,31,10.5,10.3,container,0,1,1,1,1,cylindrical,0,bottle
289,297,297,metal,white,50,500,26.6,24.7,7.3,container,0,1,1,1,1,cylindrical,0,bottle
290,298,298,metal,other,100,1180,38.29,11.3,11.1,container,0,1,1,1,1,cylindrical,0,bottle
291,299,299,plastic,other,140,1000,22.5,9,9,container,0,1,1,1,1,cylindrical,0,bottle
292,300,300,plastic,other,160,550,12.8,9.8,7.2,container,0,1,1,1,1,cylindrical,0,bottle
293,301,301,plastic,pink,190,550,23,12.1,8.2,container,0,1,1,1,1,cylindrical,0,bottle
294,302,302,plastic,pink,140,900,7.5,6,22,container,0,1,1,1,1,cylindrical,0,bottle
295,303,303,plastic,other,174,750,10.1,7.8,23.5,container,1,1,1,1,1,cylindrical,0,bottle
296,304,304,plastic,green,110,320,6.9,6.9,17,container,0,1,1,1,1,cylindrical,0,bottle
297,305,305,metal,grey,355,500,27.6,7.9,7.7,container,0,1,1,1,1,cylindrical,0,bottle
298,306,306,plastic,other,132,650,7.2,9,23.5,container,0,1,1,1,1,cylindrical,0,bottle
299,307,307,plastic,transparent,160,800,23.4,7.2,6.9,container,0,1,1,1,1,cylindrical,0,bottle
300,308,308,plastic,blue,200,550,14.6,7.9,7.9,container,0,1,1,1,1,cylindrical,0,bottle
301,309,309,plastic,other,80,450,7,7,19,container,1,1,1,1,1,cylindrical,0,bottle
302,310,310,plastic,blue,215,480,8,8,20,container,0,1,1,1,1,cylindrical,0,bottle
303,311,311,metal,green,454,750,7.8,7.8,29.7,container,0,1,1,1,1,cylindrical,1,bottle
304,312,312,plastic,black,230,2200.0,12.95,12.95,26.42,container,1,1,1,1,1,cylindrical,1,bottle
305,313,313,plastic,blue,190,500,14.4,8.4,7.9,container,0,1,1,1,1,cylindrical,0,bottle
306,314,314,plastic,blue,80,500,7.5,7.5,25,container,0,1,1,1,1,cylindrical,1,bottle
307,315,315,metal,blue,270,500,23.9,8.2,8.2,container,0,1,1,1,1,cylindrical,0,bottle
308,316,316,plastic,black,71,800,17,7,7,container,0,1,1,1,1,cylindrical,0,bottle
309,317,317,plastic,transparent,150,650,24.5,8,7.9,container,0,1,1,1,1,cylindrical,0,bottle
310,318,318,plastic,pink,256,1000,29.5,7.5,7.5,container,0,1,1,1,1,cylindrical,0,bottle
311,319,319,metal,pink,360,500,24.9,7.7,7.6,container,0,1,1,1,1,cylindrical,0,bottle
312,320,320,plastic,grey,160,500,18.8,8,7.8,container,1,1,1,1,1,cylindrical,0,bottle
313,321,321,plastic,red,100,2400,13,13,28,container,0,1,1,1,1,cylindrical,0,bottle
314,322,322,metal,black,370,750,27.2,7.5,7.5,container,1,1,1,1,1,cylindrical,0,bottle
315,323,323,plastic,blue,63,475,8.7,7.5,18.4,container,0,1,1,1,1,cylindrical,1,bottle
316,324,324,metal,blue,730,1200,33.7,10.7,10.5,container,0,1,1,1,1,cylindrical,0,bottle
317,325,325,metal,other,460,2200.0,27.2,13.5,13,container,0,1,1,1,1,cylindrical,0,bottle
318,326,326,plastic,white,390,4546.09,36.6,20.4,16.4,container,0,1,1,1,1,cylindrical,0,bottle
319,327,327,plastic,blue,120,650,6.5,6.5,24,container,0,1,1,1,1,cylindrical,0,bottle
320,328,328,metal,green,330,350,26.5,7.6,7.6,container,0,1,1,1,1,cylindrical,1,bottle
321,329,329,plastic,pink,240,2000,5.08,5.08,15.24,container,0,1,1,1,1,cylindrical,0,bottle
322,330,330,plastic,other,100,600,7,7,20,container,0,1,1,1,1,cylindrical,0,bottle
323,331,331,metal,other,358,500,27.6,8.6,7.6,container,1,1,1,1,1,cylindrical,0,bottle
324,332,332,plastic,red,130,500,7,6.5,23,container,0,1,1,1,1,cylindrical,0,bottle
325,333,333,plastic,black,290,2200.0,27.6,13.8,13.6,container,0,1,1,1,1,cylindrical,0,bottle
326,334,334,plastic,black,98,738.0,6,6,20.5,container,1,1,1,1,1,cylindrical,0,bottle
327,335,335,plastic,blue,20,600,12,8,8,container,0,1,1,1,1,cylindrical,1,bottle
328,336,336,plastic,other,798,700,28.4,25.1,10.9,container,0,1,1,1,1,cylindrical,0,bottle
329,337,337,plastic,black,140,650,6.5,6.5,24,container,1,1,1,1,1,cylindrical,0,bottle
330,338,338,plastic,red,270,2000,11,11,30,container,1,1,1,1,1,cylindrical,0,bottle
331,339,339,glass,pink,320,410,6.1,21.8,21.8,container,0,1,1,1,1,cylindrical,0,bottle
332,340,340,plastic,other,140,550,8,8,10,container,1,1,1,1,1,cylindrical,0,bottle
333,341,341,plastic,pink,240,2200.0,25.5,14.4,13.5,container,0,1,1,1,1,cylindrical,0,bottle
334,342,342,metal,other,380,500,27.5,8.6,8.1,container,0,1,1,1,1,cylindrical,0,bottle
335,343,343,metal,green,630,750,33.9,9.3,9.2,container,0,1,1,1,1,cylindrical,1,bottle
336,344,344,plastic,transparent,190,1000,27,8,8,container,0,1,1,1,1,cylindrical,0,bottle
337,345,345,plastic,blue,220,2200.0,13,13,27,container,0,1,1,1,1,cylindrical,0,bottle
338,346,346,plastic,blue,40,300,16,18.29,3.3,container,1,1,1,1,1,cylindrical,0,bottle
339,347,347,plastic,purple,180,600,27.43,9.14,7.62,container,0,1,1,1,1,cylindrical,1,bottle
340,348,348,plastic,red,109,600,7,6.5,17,container,0,1,1,1,1,cylindrical,1,bottle
341,349,349,plastic,pink,92,600,6.6,6.6,23,container,0,1,1,1,1,cylindrical,0,bottle
342,350,350,metal,black,420,500,27,7,7,container,1,1,1,1,1,cylindrical,0,bottle
343,351,351,plastic,other,220,900,26.5,7.9,7.8,container,0,1,1,1,1,cylindrical,0,bottle
344,352,352,metal,red,340,500,27.2,8,7.9,container,0,1,1,1,1,cylindrical,0,bottle
345,353,353,glass,other,480,700,26,10,8,container,1,1,1,1,1,cylindrical,0,bottle
346,354,354,metal,black,360,500,27.6,8,7.8,container,0,1,1,1,1,cylindrical,0,bottle
347,355,355,metal,silver,262,2525.3999999999996,24.4,15,6.9,container,0,1,1,1,1,cylindrical,0,bottle
348,356,356,metal,silver,540,1000,33.71,9.19,9.09,container,0,1,1,1,1,cylindrical,0,bottle
349,357,357,plastic,other,250,1000,30.1,8.5,8.4,container,0,1,1,1,1,cylindrical,0,bottle
350,358,358,plastic,transparent,140,400,7.2,7.2,24,container,0,1,1,1,1,cylindrical,0,bottle
351,359,359,plastic,other,109,400,7,6.5,17,container,1,1,1,1,1,cylindrical,0,bottle
352,360,360,metal,white,370,500,23.2,8.3,8.3,container,0,1,1,1,1,cylindrical,0,bottle
353,362,362,metal,black,330,800,7,7,28,container,0,1,1,1,1,cylindrical,0,bottle
354,363,363,metal,transparent,310,2000,35.1,20.2,14.1,container,0,1,1,1,1,cylindrical,1,bottle
355,364,364,metal,silver,481,500,27.41,15.49,7.59,container,0,1,1,1,1,cylindrical,0,bottle
356,365,365,plastic,pink,109,400,7,6.5,17,container,0,1,1,1,1,cylindrical,1,bottle
357,366,366,plastic,pink,110,520,7.2,7.9,20,container,0,1,1,1,1,cylindrical,0,bottle
358,367,367,plastic,pink,40,750,23.14,7.59,7.59,container,1,1,1,1,1,cylindrical,0,bottle
359,368,368,plastic,transparent,180,900,7.8,7.8,27.8,container,1,1,1,1,1,cylindrical,0,bottle
360,369,369,plastic,transparent,160,700,7.3,7.3,24.5,container,0,1,1,1,1,cylindrical,0,bottle
361,370,370,glass,transparent,530,1000,35,4,4,container,0,1,1,1,1,cylindrical,0,bottle
362,371,371,plastic,red,675,2400,30.5,24.3,17.1,container,0,1,1,1,1,cylindrical,0,bottle
363,372,372,plastic,other,130,600,7,6.5,23,container,0,1,1,1,1,cylindrical,0,bottle
364,373,373,metal,black,540,1000,29,8,8,container,0,1,1,1,1,cylindrical,1,bottle
365,374,374,plastic,pink,220,750,24.6,12,7.8,container,1,1,1,1,1,cylindrical,0,bottle
366,375,375,plastic,other,120,500,7.49,7.49,17.5,container,0,1,1,1,1,cylindrical,0,bottle
367,376,376,plastic,black,327,1000,8,8,29.5,container,1,1,1,1,1,cylindrical,0,bottle
368,377,377,metal,other,456,500,22.6,13.6,7.8,container,0,1,1,1,1,cylindrical,0,bottle
369,378,378,plastic,brown,200,624,27.5,7,7,container,1,1,1,1,1,cylindrical,0,bottle
370,379,379,glass,transparent,226.7,532.323,4.02,4.75,12.13,container,0,1,1,1,1,cylindrical,0,bottle
371,380,380,plastic,red,128,500,10,10,10,container,0,1,1,1,1,cylindrical,0,bottle
372,381,381,metal,silver,180,350,15,8,8,container,0,1,1,1,1,cylindrical,0,bottle
373,382,382,plastic,pink,100,650,23,7,6.2,container,1,1,1,1,1,cylindrical,0,bottle
374,383,383,plastic,blue,160,350,18.4,7.2,7.2,container,0,1,1,1,1,cylindrical,0,bottle
375,384,384,plastic,transparent,320,1500,26,16.6,11.8,container,0,1,1,1,1,cylindrical,1,bottle
376,385,385,plastic,other,210,907,30.48,9.4,9.4,container,1,1,1,1,1,cylindrical,0,bottle
377,386,386,plastic,transparent,270,2200,24.3,17.8,16.3,container,0,1,1,1,1,cylindrical,1,bottle
378,387,387,metal,pink,730,1200,33.9,10.8,10.5,container,1,1,1,1,1,cylindrical,0,bottle
379,388,388,plastic,other,370,460,21,19.9,14.3,container,0,1,1,1,1,cylindrical,1,bottle
380,389,389,plastic,yellow,120,1000.0,8,8,28,container,0,1,1,1,1,cylindrical,0,bottle
381,390,390,plastic,transparent,260,1000,26,7.5,7.5,container,0,1,1,1,1,cylindrical,0,bottle
382,391,391,plastic,transparent,180,1000,28.8,9,9,container,0,1,1,1,1,cylindrical,0,bottle
383,392,392,metal,transparent,118,2000.0,12.5,12.5,26.01,container,0,1,1,1,1,cylindrical,1,bottle
384,393,393,plastic,other,190,500,7,7,14,container,1,1,1,1,1,cylindrical,0,bottle
385,394,394,plastic,other,190,550,8.7,8.7,10,container,0,1,1,1,1,cylindrical,1,bottle
386,395,395,plastic,red,320,2000,33.4,14.4,14.2,container,0,1,1,1,1,cylindrical,0,bottle
387,396,396,plastic,transparent,120,600.0,9,7.3,10.9,container,0,1,1,1,1,cylindrical,0,bottle
388,397,397,plastic,black,290,2000,28.4,12.4,11.9,container,0,1,1,1,1,cylindrical,0,bottle
389,398,398,plastic,grey,310,900,26.7,8.1,7.9,container,0,1,1,1,1,cylindrical,0,bottle
390,399,399,plastic,blue,190,500,24.2,7,6.9,container,0,1,1,1,1,cylindrical,0,bottle
391,400,400,plastic,orange,80,510,21,8,7,container,1,1,1,1,1,cylindrical,0,bottle
392,402,402,glass,transparent,200.0,400,18,6.5,6.5,container,0,1,1,1,1,cylindrical,0,bottle
393,403,403,metal,black,312,500,23.5,7,6.8,container,0,1,1,1,1,cylindrical,1,bottle
394,404,404,plastic,blue,79,420,6.3,8.5,16,container,0,1,1,1,1,cylindrical,0,bottle
395,405,405,glass,black,480,750,26.8,10,8.4,container,0,1,1,1,1,cylindrical,0,bottle
396,406,406,plastic,pink,340,1000,26.16,9.91,9.91,container,0,1,1,1,1,cylindrical,0,bottle
397,407,407,metal,purple,120,600,7,6.5,23,container,0,1,1,1,1,cylindrical,0,bottle
398,409,409,metal,blue,40,500,7.3,7.3,24,container,1,1,1,1,1,cylindrical,0,bottle
399,410,410,plastic,other,120,500,21.8,9.6,6.6,container,0,1,1,1,1,cylindrical,1,bottle
400,411,411,plastic,pink,500,2200.0,26.2,14.2,12.8,container,0,1,1,1,1,cylindrical,0,bottle
401,412,412,metal,other,300,500,10,10,1,container,0,1,1,1,1,cylindrical,0,bottle
402,413,413,plastic,green,160,500,7,7,22,container,0,1,1,1,1,cylindrical,1,bottle
403,414,414,plastic,pink,300,2000,30,11,11,container,0,1,1,1,1,cylindrical,0,bottle
404,415,415,plastic,transparent,250,2200.0,24.7,16.6,14.9,container,1,1,1,1,1,cylindrical,0,bottle
405,416,416,plastic,yellow,190,907,7.5,7.5,29,container,1,1,1,1,1,cylindrical,0,bottle
406,417,417,plastic,transparent,109,400,7,6.5,17,container,0,1,1,1,1,cylindrical,1,bottle
407,418,418,metal,purple,238,350,23.2,7.3,7.3,container,1,1,1,1,1,cylindrical,0,bottle
408,419,419,plastic,other,141,600,7,6.5,23,container,1,1,1,1,1,cylindrical,0,bottle
409,420,420,metal,other,272,500.0,19.81,7.9,7.59,container,0,1,1,1,1,cylindrical,0,bottle
410,421,421,plastic,blue,200,750,19,12.5,7.8,container,1,1,1,1,1,cylindrical,0,bottle
411,422,422,metal,other,348,500,7,7,26,container,1,1,1,1,1,cylindrical,0,bottle
412,423,423,metal,grey,570,500,25.8,19.2,7.1,container,0,1,1,1,1,cylindrical,0,bottle
413,424,424,glass,yellow,923,550,25.5,20.2,12.8,container,0,1,1,1,1,cylindrical,0,bottle
414,425,425,plastic,grey,150,750,28.6,8.5,8.2,container,0,1,1,1,1,cylindrical,0,bottle
415,426,426,plastic,pink,100,710,24.4,8.2,7.5,container,0,1,1,1,1,cylindrical,0,bottle
416,427,427,plastic,black,152,1000,22.2,7.1,7,container,1,1,1,1,1,cylindrical,0,bottle
417,428,428,plastic,black,90,724,23.5,23.5,7,container,1,1,1,1,1,cylindrical,0,bottle
418,429,429,metal,black,340,475,24.1,7.8,7.8,container,1,1,1,1,1,cylindrical,0,bottle
419,430,430,plastic,blue,250,1000,7,7,28,container,0,1,1,1,1,cylindrical,0,bottle
420,431,431,plastic,transparent,200,800,32.7,12.8,10,container,0,1,1,1,1,cylindrical,0,bottle
421,432,432,plastic,blue,110,907,8,8,26.5,container,1,1,1,1,1,cylindrical,0,bottle
422,434,434,metal,silver,240,750,26.1,8,7.7,container,0,1,1,1,1,cylindrical,0,bottle
423,435,435,plastic,black,170,710,23.4,7.4,7.4,container,0,1,1,1,1,cylindrical,0,bottle
424,436,436,plastic,white,791,800,38,25,15.5,container,0,1,1,1,1,cylindrical,0,bottle
425,437,437,metal,purple,220,350,7,7,22,container,0,1,1,1,1,cylindrical,0,bottle
426,438,438,metal,white,295,1228.3709999999999,23.7,7.3,7.1,container,1,1,1,1,1,cylindrical,0,bottle
427,439,439,plastic,black,275,9500,39,32,14,container,0,0,1,1,0,rectangular,0,bowl
428,440,440,ceramic,white,760,2784.375,22.5,22.5,5.5,tableware,0,0,1,1,0,circular,0,bowl
429,442,442,plastic,black,240,7700,33.7,33.7,12,tableware,0,0,1,1,0,rectangular,0,bowl
430,443,443,metal,silver,9,500,14,14,5.6,tableware,0,0,1,1,0,circular,0,bowl
431,444,444,metal,gold,390,9521.5,27.8,27.4,12.5,tableware,0,0,1,1,0,circular,0,bowl
432,445,445,wood,wood,290,1956.0,16.3,16,7.5,tableware,0,0,1,1,0,circular,0,bowl
433,446,446,plastic,grey,320,9500,38,32,14,tableware,0,0,1,1,0,rectangular,0,bowl
434,447,447,metal,silver,240,3000,20,20,11.5,tableware,0,0,1,1,0,circular,0,bowl
435,448,448,plastic,red,138,850,16.6,8.5,15.4,tableware,0,1,1,1,1,circular,1,bowl
436,449,449,metal,silver,250,3500,26,26,11.6,tableware,0,0,1,1,0,circular,0,bowl
437,450,450,wood,wood,100,6318.936,31.4,25.8,7.8,tableware,0,0,1,1,0,circular,0,bowl
438,451,451,ceramic,other,1500,4700,37.08,36.58,13.72,tableware,0,0,1,1,0,circular,0,bowl
439,452,452,ceramic,blue,1090,1810,23.9,23.7,11.3,tableware,0,0,1,1,0,circular,0,bowl
440,453,453,wood,grey,800,7200.0,30,30,8,tableware,0,0,1,1,0,circular,0,bowl
441,454,454,wood,wood,290,1298.319984,15.24,15.24,5.59,tableware,0,0,1,1,0,circular,0,bowl
442,455,455,wood,grey,800,7200.0,30,30,8,tableware,0,0,1,1,0,circular,0,bowl
443,456,456,plastic,transparent,60,700,17,18.5,8.6,tableware,0,0,1,1,0,circular,0,bowl
444,457,457,ceramic,grey,298,507.0,13,13,3,tableware,0,0,1,1,0,circular,0,bowl
445,458,458,plastic,silver,230,8000,32,29,14,tableware,0,0,1,1,0,rectangular,0,bowl
446,459,459,plastic,transparent,110,4000,27.5,30.2,13,tableware,0,0,1,1,0,circular,0,bowl
447,460,460,metal,black,532,6554.825599999998,25.4,25.4,10.16,tableware,0,0,1,1,0,circular,0,bowl
448,461,461,metal,gold,100,1900,20.6,20.6,6.7,tableware,0,0,1,1,0,circular,0,bowl
449,462,462,glass,transparent,522,5000,3.3,4.2,3.2,tableware,0,0,1,1,0,circular,0,bowl
450,463,463,glass,transparent,1160,2000,21,21,12,tableware,0,0,1,1,0,circular,0,bowl
451,464,464,metal,silver,200,400,14,14,4,tableware,0,0,1,1,0,circular,0,bowl
452,465,465,wood,wood,522,2668.215,16.5,15.7,10.3,tableware,0,1,1,1,1,circular,0,bowl
453,466,466,ceramic,grey,1180,3214.302,20.3,20.3,7.8,tableware,0,0,1,1,0,circular,0,bowl
454,467,467,ceramic,yellow,450,884.98299,21.31,10.9,3.81,tableware,0,0,1,1,0,other,0,bowl
455,468,468,metal,grey,150,1584.24,16.4,14,6.9,tableware,1,0,1,1,0,circular,0,bowl
456,469,469,metal,black,330,9103.5,25.5,25.5,14,tableware,0,0,1,1,0,circular,0,bowl
457,470,470,metal,silver,240,3000,20,20,11.5,tableware,0,0,1,1,0,circular,0,bowl
458,471,471,plastic,white,431,5000,28.5,28.5,14.5,tableware,0,1,1,1,1,circular,0,bowl
459,472,472,plastic,transparent,133,7000,34.2,32.2,16.4,tableware,0,0,1,1,0,circular,0,bowl
460,473,473,wood,wood,1480,5798.936,28.6,27.4,7.4,tableware,0,0,1,1,0,circular,0,bowl
461,474,474,plastic,silver,5040.0,12288.0,32,32,12,tableware,0,0,1,1,0,circular,0,bowl
462,475,475,metal,silver,240,6794.912000000001,24.4,23.6,11.8,tableware,0,0,1,1,0,circular,0,bowl
463,476,476,plastic,blue,190,720,15.7,15.3,2.1,tableware,0,1,1,1,1,circular,0,bowl
464,477,477,glass,transparent,760,2000,21.1,21.1,10.9,tableware,0,0,1,1,0,circular,0,bowl
465,478,478,plastic,red,230,8000,32,29,14,tableware,0,0,1,1,0,rectangular,0,bowl
466,479,479,wood,white,380,5869.71,24.5,24.2,9.9,tableware,0,0,1,1,0,circular,0,bowl
467,480,480,glass,transparent,1190,3000,26.4,25.1,14.9,tableware,0,0,1,1,0,circular,0,bowl
468,481,481,wood,yellow,290,1090,16.8,16.8,6.6,tableware,0,1,1,1,1,circular,0,bowl
469,482,482,ceramic,other,600,1125.0,15,15,5,tableware,0,0,1,1,0,circular,0,bowl
470,567,567,glass,transparent,416.67,350,4.85,7.65,14.6,container,0,0,1,1,0,cylindrical,0,glass
471,568,568,glass,transparent,300,535,9.2,7.3,12,container,0,0,1,1,0,cylindrical,0,glass
472,569,569,glass,transparent,368,510,26.6,17.5,16.6,container,0,0,1,1,0,cylindrical,0,glass
473,570,570,glass,transparent,200,315,5,5,5,container,0,0,1,1,0,cylindrical,0,glass
474,571,571,glass,transparent,300,510,7.8,9.05,14.5,container,0,0,1,1,0,cylindrical,0,glass
475,572,572,glass,transparent,375,510,8.67,8.5,12.5,container,0,0,1,1,0,cylindrical,0,glass
476,573,573,plastic,transparent,190,532.323,8.9,8.9,15,container,0,0,1,1,0,cylindrical,0,glass
477,574,574,glass,transparent,260,480,8.4,8.6,15.5,container,0,0,1,1,0,cylindrical,0,glass
478,575,575,glass,transparent,171.7,200,6.46,5.2,14.4,container,0,0,1,1,0,cylindrical,0,glass
479,576,576,glass,transparent,278,230,5,5,13.5,container,0,0,1,1,0,cylindrical,0,glass
480,577,577,glass,transparent,318.3,561.9438,8.43,6.6,10.1,container,0,0,1,1,0,cylindrical,0,glass
481,578,578,glass,transparent,441.6,360,6.8,6.8,14.7,container,0,0,1,1,0,cylindrical,0,glass
482,579,579,plastic,transparent,460,550,16.5,16.4,16.3,container,0,0,1,1,0,cylindrical,0,glass
483,581,581,glass,transparent,310,400.0,9,6.5,16,container,0,0,1,1,0,cylindrical,0,glass
484,582,582,glass,transparent,9.07,400,8,8,11,container,0,0,1,1,0,cylindrical,0,glass
485,583,583,glass,transparent,445,337.5,9,9,10.4,container,0,0,1,1,0,cylindrical,0,glass
486,584,584,plastic,transparent,821,385,39,9,9,container,0,0,1,1,0,cylindrical,0,glass
487,585,585,glass,transparent,313.3,550,8,6.4,16.5,container,0,0,1,1,0,cylindrical,0,glass
488,586,586,glass,transparent,970,357,19.9,19,18.2,container,0,0,1,1,0,cylindrical,0,glass
489,587,587,glass,transparent,241.6,295,10.43,11.5,13.3,container,0,0,1,1,0,cylindrical,0,glass
490,588,588,plastic,black,686,350,22,15.4,14.8,container,0,0,1,1,0,cylindrical,0,glass
491,589,589,glass,transparent,660,510,9.16,9.5,14.5,container,0,0,1,1,0,cylindrical,0,glass
492,590,590,glass,transparent,275.8,330,6.5,6.5,15.8,container,0,0,1,1,0,cylindrical,0,glass
493,592,592,glass,transparent,780,300,19,15.01,13,container,0,0,1,1,0,cylindrical,0,glass
494,593,593,plastic,transparent,600,385,31.4,12.3,8.5,container,0,0,1,1,0,cylindrical,0,glass
495,594,594,glass,transparent,1320.0,280,4.3,4.3,16.5,container,0,0,1,1,0,cylindrical,0,glass
496,595,595,glass,transparent,600,300,15,10,10,container,0,0,1,1,0,cylindrical,0,glass
497,596,596,glass,transparent,400,500,9.14,9.14,14.5,container,0,0,1,1,0,cylindrical,0,glass
498,598,598,glass,transparent,433.3,515.97,5.4,6.5,14.7,container,0,0,1,1,0,cylindrical,0,glass
499,599,599,glass,transparent,200,510,5.04,9.5,15,container,0,0,1,1,0,cylindrical,0,glass
500,600,600,plastic,transparent,260,473.176,17.3,17.2,12.2,container,0,0,1,1,0,cylindrical,0,glass
501,601,601,plastic,transparent,430,400,49.5,22.3,9,container,0,0,1,1,0,cylindrical,0,glass
502,602,602,glass,transparent,183.3,250,6.6,6.6,10.5,container,0,0,1,1,0,cylindrical,0,glass
503,603,603,glass,transparent,262,300,6,7.7,12.3,container,0,0,1,1,0,cylindrical,0,glass
504,605,605,glass,transparent,260,400,8.9,8.9,10.9,container,0,0,1,1,0,cylindrical,0,glass
505,606,606,glass,transparent,288.3,300,7,6,12,container,0,0,1,1,0,cylindrical,0,glass
506,607,607,glass,transparent,181.67,540,8.3,8.3,15,container,0,0,1,1,0,cylindrical,0,glass
507,608,608,glass,transparent,185,255,7.5,7.5,8.5,container,0,0,1,1,0,cylindrical,0,glass
508,610,610,plastic,transparent,0.23,450,12.5,17,18,container,0,0,1,1,0,cylindrical,0,glass
509,611,611,metal,silver,740,1000.0,10,10,10,container,0,0,1,1,0,cylindrical,0,glass
510,612,612,glass,transparent,186.67,300,6.9,6.9,12,container,0,0,1,1,0,cylindrical,1,glass
511,614,614,glass,transparent,318.3,330,6.8,6.8,14,container,0,0,1,1,0,cylindrical,0,glass
512,615,615,glass,transparent,300,350,6.4,6.4,15,container,0,0,1,1,0,cylindrical,0,glass
513,616,616,glass,transparent,226.7,540,7.8,6.4,14.7,container,0,0,1,1,0,cylindrical,0,glass
514,617,617,glass,transparent,500,570,10.6,10.3,17.8,container,0,0,1,1,0,cylindrical,0,glass
515,618,618,glass,transparent,380,360,6.9,6.9,15,container,0,0,1,1,0,cylindrical,0,glass
516,619,619,glass,green,445,355,8.9,8.9,10.6,container,0,0,1,1,0,cylindrical,0,glass
517,620,620,glass,transparent,181.67,540,6.3,6.3,15,container,0,0,1,1,0,cylindrical,0,glass
518,621,621,plastic,transparent,520,384.4555,8.3,5.2,11.4,container,0,0,1,1,0,cylindrical,0,glass
519,622,622,glass,blue,972,260,7.5,7.5,9,container,0,0,1,1,0,cylindrical,0,glass
520,624,624,glass,transparent,240,480,7,7,14.5,container,0,0,1,1,0,cylindrical,0,glass
521,625,625,glass,transparent,260,360,6.4,6.4,16,container,0,0,1,1,0,cylindrical,0,glass
522,626,626,glass,transparent,186.67,300,7.5,6.9,14.6,container,0,0,1,1,0,cylindrical,1,glass
523,629,629,glass,other,620,350,9,9,10,container,0,0,1,1,0,cylindrical,0,glass
524,630,630,glass,transparent,450,275,22.35,11.94,14.48,container,0,0,1,1,0,cylindrical,1,glass
525,631,631,glass,transparent,200,200,7,7,10,container,0,0,1,1,0,cylindrical,0,glass
